age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
22,5,151105,1,10,0,0,4,1,1,0,0,18,28,1
38,5,179117,2,12,0,3,3,4,1,10520,0,50,28,0
72,3,33608,1,10,1,10,1,1,0,9386,0,30,28,0
39,5,317434,15,9,1,13,1,1,0,0,0,40,28,1
35,4,126569,15,9,1,13,1,1,0,7298,0,40,28,0
38,6,745768,1,10,5,8,0,4,1,0,0,45,28,1
19,5,69927,15,9,1,5,2,4,1,0,0,16,28,1
26,5,302603,15,9,0,11,5,1,0,0,0,45,28,1
52,5,46788,4,13,5,13,0,1,0,0,0,25,28,1
41,5,289886,3,3,1,5,1,2,0,0,1579,40,25,1
45,5,179135,15,9,5,2,3,1,1,0,0,40,28,1
58,8,175873,1,10,1,2,1,1,0,0,0,40,28,0
34,5,57426,4,13,0,0,3,1,0,0,0,45,28,1
36,5,312206,15,9,1,3,1,1,0,0,0,40,28,1
19,7,344858,15,9,0,12,5,1,0,0,0,20,28,1
26,4,177035,12,7,5,5,0,1,1,0,0,40,28,1
60,5,88055,13,6,1,11,1,1,0,0,0,40,28,1
35,1,111095,15,9,1,8,1,1,0,0,0,50,28,1
39,5,192251,13,6,5,5,3,1,1,0,0,60,28,1
27,5,29807,15,9,2,9,0,1,1,0,0,40,7,1
26,8,211596,11,14,0,14,3,1,0,0,0,40,28,1
17,5,268276,9,8,0,5,5,1,0,0,0,12,28,1
59,1,181070,15,9,1,0,1,1,0,0,0,40,22,0
53,6,20676,15,9,1,8,1,0,0,0,0,48,28,1
35,5,115803,12,7,5,11,3,1,0,0,0,40,28,1
34,6,124827,1,10,1,8,1,1,0,0,0,40,28,0
36,5,95336,15,9,1,7,1,1,0,0,0,45,28,0
36,5,257942,15,9,1,0,1,1,0,0,0,40,28,1
21,5,72593,15,9,0,5,5,1,0,0,0,40,28,1
29,5,147340,1,10,0,0,5,1,1,0,0,40,28,1
35,5,185325,4,13,1,14,1,1,0,0,0,50,28,0
59,1,357943,4,13,1,8,1,1,0,0,0,40,28,0
22,5,215395,1,10,0,5,3,1,0,0,1602,10,28,1
50,6,30682,11,14,1,14,1,1,0,0,0,50,28,1
24,8,29591,4,13,0,14,3,2,1,0,0,40,28,1
36,5,215392,4,13,5,7,3,1,1,0,0,40,28,1
31,5,110554,15,9,1,3,2,1,1,4386,0,40,28,0
42,1,133584,1,10,1,13,1,1,0,0,0,40,29,1
38,5,210438,0,4,5,0,0,1,1,0,0,40,28,1
52,5,256916,15,9,1,8,1,1,0,0,0,40,28,1
46,5,73541,13,6,5,13,3,1,0,0,0,40,28,1
23,5,109952,1,10,1,13,1,1,0,0,0,60,28,1
54,5,197975,3,3,1,0,1,1,0,0,0,51,28,1
27,5,401723,15,9,0,2,3,4,1,0,0,40,28,1
42,5,179524,4,13,2,5,3,1,1,0,0,50,28,1
33,4,296282,15,9,1,13,1,1,0,0,0,40,28,1
19,5,145844,2,12,0,8,3,1,1,0,0,50,28,1
59,5,191965,12,7,1,5,2,1,1,3908,0,28,28,1
54,5,96792,15,9,4,5,0,1,1,0,0,32,28,1
48,5,185041,0,4,1,11,1,1,0,0,1672,55,28,1
19,3,233779,1,10,0,10,5,1,0,0,0,60,28,1
45,5,347834,15,9,5,2,3,1,1,0,0,40,28,1
36,5,215373,4,13,0,8,3,1,0,0,0,70,28,1
35,1,169426,2,12,1,13,1,1,0,0,0,40,28,1
47,5,202856,1,10,5,2,3,1,1,0,0,36,28,1
33,5,50276,4,13,0,8,3,1,0,0,0,40,28,1
48,1,187454,4,13,1,14,1,1,0,0,0,40,28,1
42,5,126098,15,9,2,13,0,4,1,0,0,40,28,1
19,5,250639,1,10,0,5,5,1,0,0,0,24,28,1
64,0,195366,4,13,1,14,1,1,0,0,0,40,28,1
51,1,186845,4,13,1,12,1,1,0,0,0,8,28,1
20,8,119156,15,9,0,2,4,1,0,0,0,20,28,1
28,5,162343,15,9,0,5,3,1,0,0,0,40,21,1
52,5,108435,11,14,1,8,1,1,0,0,1902,50,10,0
29,1,394927,1,10,0,13,3,1,0,0,0,45,28,1
51,5,172281,4,13,2,0,3,1,0,0,0,40,28,1
36,5,370767,15,9,1,14,1,1,0,0,2377,60,28,1
43,5,352005,4,13,1,0,1,1,0,15024,0,45,28,0
52,5,165681,1,10,1,8,1,1,0,0,0,40,28,1
50,5,258819,15,9,5,13,3,1,0,0,0,40,28,0
25,5,130793,1,10,5,5,3,1,0,0,0,30,28,1
36,5,118909,2,12,0,2,0,4,1,0,0,40,11,1
44,5,202466,1,10,1,8,2,1,1,0,0,60,28,1
47,5,161558,13,6,3,11,3,4,0,0,0,45,28,1
32,5,188246,15,9,5,13,5,1,0,0,0,40,28,1
37,5,160120,11,14,0,14,0,3,0,0,0,40,30,1
40,5,144594,15,9,1,2,1,1,0,2829,0,40,28,1
34,1,123429,15,9,1,0,1,1,0,0,0,60,28,1
35,0,340110,1,10,1,0,1,1,0,0,0,50,28,0
26,5,523067,1,10,0,14,5,1,0,0,0,3,29,1
49,1,113513,4,13,1,12,1,1,0,0,0,50,28,1
63,3,186809,4,13,1,10,1,1,0,0,0,30,28,0
46,1,320421,4,13,3,14,3,1,0,0,0,25,28,1
31,6,295589,1,10,0,2,5,4,0,0,0,40,28,1
22,5,370548,6,11,0,13,3,1,0,0,0,30,28,1
20,5,120572,1,10,0,5,3,1,1,0,0,12,28,1
52,5,110977,7,16,0,8,3,1,0,0,0,40,28,0
26,5,55860,1,10,0,2,3,4,1,0,0,40,28,1
34,5,158800,4,13,1,8,1,1,0,0,0,50,28,0
31,5,131568,5,5,0,3,3,1,0,0,0,40,28,1
46,5,173613,15,9,5,0,0,1,1,0,0,30,28,1
22,5,216867,0,4,1,3,1,1,0,0,0,40,27,1
38,5,104089,6,11,0,13,5,1,0,0,0,40,28,1
35,5,208106,15,9,1,0,1,1,0,0,0,40,37,1
27,4,340269,1,10,0,1,3,1,0,0,0,40,28,1
27,5,236246,2,12,1,8,1,1,0,0,0,40,28,1
46,5,213408,1,10,5,0,0,1,1,0,0,40,1,1
40,3,84232,15,9,0,10,3,1,1,0,0,4,28,1
19,5,302945,1,10,0,2,5,1,0,0,0,10,13,1
69,3,28197,15,9,1,10,1,1,0,0,0,60,28,0
20,5,262749,1,10,0,5,5,1,0,0,0,35,28,1
34,8,198265,4,13,1,1,1,1,0,0,0,60,28,1
49,5,170871,11,14,1,8,1,1,0,0,0,45,28,0
27,5,177761,1,10,1,12,1,2,0,0,0,50,28,1
59,5,175689,1,10,1,2,2,1,1,0,0,14,1,0
45,5,205100,4,13,1,8,1,1,0,15024,0,60,28,0
21,5,77759,1,10,0,0,5,1,1,0,0,15,28,1
51,4,77905,6,11,5,14,0,1,1,0,0,40,28,1
64,3,193575,12,7,0,10,0,1,0,0,0,40,28,1
41,4,116520,7,16,1,14,1,1,0,0,0,40,28,0
18,3,85154,9,8,0,10,5,3,1,0,0,24,0,1
49,5,180532,11,14,3,14,3,1,0,0,0,40,28,1
51,5,508891,15,9,5,3,5,4,0,0,0,40,28,1
20,5,211345,1,10,0,9,5,1,1,0,0,20,28,1
69,1,170877,15,9,1,0,1,1,0,0,0,48,28,1
18,3,97318,15,9,0,10,5,1,1,0,0,35,28,1
43,5,184105,15,9,1,9,1,1,0,0,0,50,28,1
50,5,150941,15,9,5,3,0,4,1,0,0,44,28,1
32,5,303942,15,9,1,3,1,1,0,0,0,40,28,1
27,6,273929,15,9,0,12,5,1,0,0,0,40,28,1
38,5,197077,15,9,1,5,1,1,0,0,0,40,28,1
62,5,162825,15,9,1,3,1,1,0,0,0,40,28,0
46,5,159869,15,9,5,8,3,1,0,0,0,44,28,1
19,5,158343,1,10,0,7,5,1,1,0,0,40,36,1
17,3,406920,13,6,0,10,5,1,0,0,0,40,28,1
21,5,227986,15,9,0,3,0,1,1,0,0,40,28,1
36,5,137527,4,13,0,2,3,1,1,0,0,50,28,1
36,5,180150,9,8,5,9,3,1,0,0,0,40,28,1
23,5,239539,15,9,0,3,5,3,0,0,0,40,38,1
58,5,281792,4,13,1,14,1,1,0,0,0,40,28,0
40,5,224799,4,13,1,14,1,1,0,0,0,45,28,1
64,5,292639,1,10,1,8,2,1,1,10566,0,35,28,1
66,5,22313,12,7,1,13,1,1,0,0,0,20,28,1
42,5,194636,15,9,1,0,1,1,0,0,0,40,28,1
55,5,156089,1,10,4,2,0,1,1,0,0,40,28,1
53,5,193720,1,10,1,8,1,1,0,0,1977,40,28,0
25,5,218667,15,9,1,9,1,1,0,0,0,40,28,1
39,5,358837,1,10,0,7,0,4,1,0,0,40,28,1
20,5,174685,15,9,0,5,5,1,0,0,0,40,28,1
32,5,168854,15,9,1,5,1,1,0,0,0,54,28,1
28,5,133696,4,13,0,0,0,1,0,0,0,65,28,1
23,8,350680,2,12,0,8,5,1,1,0,0,40,40,1
18,5,115215,15,9,0,5,5,1,0,0,0,25,28,1
43,1,152958,15,9,1,8,1,1,0,0,0,35,28,0
29,5,217200,15,9,1,13,1,1,0,0,0,40,28,1
32,5,235124,1,10,1,1,1,1,0,0,0,46,39,1
31,6,144949,15,9,5,13,0,1,0,0,0,40,28,1
60,5,135470,3,3,1,13,1,1,0,0,0,40,27,1
42,5,281209,1,10,1,11,1,1,0,0,0,50,28,1
46,5,155489,11,14,1,8,1,1,0,0,0,50,28,0
38,5,290306,15,9,1,13,1,1,0,0,0,40,28,0
18,5,182042,12,7,0,5,5,1,1,0,0,19,28,1
31,5,210008,15,9,0,0,5,1,1,0,0,40,28,1
54,5,234938,15,9,1,0,1,1,0,4064,0,55,28,1
46,5,315423,1,10,1,0,1,1,0,0,2042,50,28,1
27,1,30244,15,9,0,12,5,1,0,0,0,80,28,1
50,6,30008,4,13,1,14,1,1,0,0,0,45,28,0
38,1,201328,0,4,1,12,1,1,0,0,0,56,28,1
36,4,96468,11,14,0,14,5,1,1,0,0,40,28,1
25,5,486332,15,9,5,5,3,1,0,0,0,40,27,1
19,5,46162,15,9,0,12,5,1,0,0,0,25,28,1
60,6,98350,1,10,1,5,1,3,0,0,0,60,38,1
45,6,175958,5,5,0,5,5,1,0,0,0,40,28,1
21,5,119309,1,10,0,7,5,1,0,0,1602,16,28,1
42,5,175935,15,9,5,11,3,1,0,0,1980,46,28,1
38,5,204527,15,9,1,13,1,1,0,0,0,50,28,1
22,3,57827,1,10,0,10,5,1,0,0,0,40,28,1
19,5,418176,15,9,0,8,3,4,0,0,0,32,28,1
23,5,262744,1,10,0,2,5,1,0,0,0,40,28,1
24,5,177287,1,10,0,9,5,1,1,0,0,30,28,1
30,5,255004,2,12,5,0,3,1,0,0,0,52,28,1
62,5,183735,1,10,1,8,1,1,0,0,0,40,28,1
26,1,318644,10,15,0,14,5,1,0,0,0,20,28,1
42,8,132125,4,13,1,8,1,1,0,0,0,52,28,0
33,5,206051,15,9,1,13,1,1,0,0,0,40,28,1
54,0,99185,7,16,1,14,1,1,0,0,0,50,36,0
35,5,225750,4,13,5,14,0,1,1,0,0,32,28,1
33,5,245777,15,9,5,0,3,1,0,0,0,40,28,1
45,5,169092,15,9,5,0,3,1,1,0,0,55,28,1
62,5,211035,4,13,1,2,2,1,1,0,0,30,28,0
24,5,285432,15,9,0,8,5,1,0,0,0,40,28,1
50,6,154779,1,10,5,2,3,4,1,0,0,40,28,1
54,5,37237,4,13,1,14,1,1,0,0,0,40,28,0
58,5,417419,0,4,5,3,5,1,0,0,0,40,28,1
39,0,33975,15,9,1,13,1,1,0,0,0,50,28,1
32,5,42485,15,9,5,13,0,1,0,0,0,40,28,1
27,5,170017,4,13,1,14,1,1,0,0,0,40,28,1
27,5,152683,15,9,1,11,1,1,0,3908,0,35,28,1
20,5,41721,1,10,0,5,5,1,0,0,0,60,28,1
64,5,66634,0,4,1,13,1,1,0,0,0,40,28,1
55,0,257216,11,14,4,0,3,1,1,0,0,40,28,1
46,5,167882,15,9,5,7,3,1,1,0,0,43,28,1
45,5,179428,1,10,1,11,1,1,0,0,0,55,28,1
26,5,57512,15,9,0,11,3,1,0,0,0,40,28,1
36,5,301614,15,9,1,13,1,1,0,0,0,40,28,1
25,5,193820,4,13,0,0,3,1,1,0,1876,40,28,1
58,5,222247,13,6,1,11,1,1,0,0,1887,40,28,0
39,0,189092,4,13,1,8,1,1,0,0,0,45,28,1
47,5,217509,15,9,4,6,3,3,1,0,0,45,13,1
35,5,308691,11,14,1,3,1,1,0,0,0,48,28,1
38,5,169672,15,9,1,8,1,1,0,0,0,40,28,1
50,5,120914,12,7,1,13,1,1,0,0,0,40,28,1
36,5,370156,15,9,5,2,0,1,1,0,0,38,28,1
28,5,398220,3,3,0,13,4,1,0,0,0,40,27,1
44,1,208277,15,9,1,3,2,1,1,0,0,45,28,1
40,5,337456,15,9,5,1,0,1,1,0,0,40,28,1
55,5,172666,1,10,1,13,1,1,0,0,0,40,28,0
29,1,32280,15,9,0,12,3,1,0,0,0,45,28,1
33,5,194901,15,9,1,13,1,1,0,0,0,45,28,1
19,3,57329,1,10,0,10,5,1,1,0,0,30,7,1
32,5,173730,4,13,1,8,1,1,0,7688,0,40,28,0
45,6,153312,11,14,1,14,1,4,0,0,0,10,28,0
23,5,274797,15,9,0,9,5,1,0,0,0,25,28,1
31,5,359249,6,11,0,1,5,4,0,0,0,40,28,1
22,5,152744,1,10,0,5,3,3,1,0,0,40,38,1
59,5,188041,15,9,5,9,3,4,0,0,0,40,28,1
32,5,97723,1,10,0,13,3,1,0,0,0,38,28,1
49,4,354529,1,10,0,2,3,1,1,0,0,40,28,1
22,5,249727,1,10,0,2,5,1,0,0,0,30,28,1
26,5,189590,1,10,0,2,3,1,0,0,0,30,28,1
23,4,298871,1,10,1,2,1,3,0,0,0,40,18,1
55,1,205296,1,10,1,0,2,1,1,0,0,50,28,1
47,5,303637,15,9,1,8,1,1,0,0,0,49,28,0
44,5,242861,15,9,1,11,1,1,0,0,0,40,28,1
27,5,37599,1,10,0,5,3,1,0,0,0,24,28,1
40,4,199381,11,14,1,14,2,1,1,15024,0,37,28,0
32,1,56328,4,13,1,14,2,1,1,0,0,8,28,0
20,5,256211,1,10,0,3,4,3,0,0,0,40,18,1
84,6,163685,15,9,4,8,3,1,1,0,0,33,28,1
40,5,266084,1,10,5,13,4,1,0,0,0,50,28,1
37,5,161111,4,13,0,0,3,1,1,0,0,40,28,1
44,5,199031,1,10,5,11,5,1,0,0,1380,40,28,1
47,5,166634,1,10,5,8,0,1,1,0,0,40,0,1
62,1,204085,1,10,1,0,1,1,0,0,0,25,28,1
19,3,369527,1,10,0,10,5,1,1,0,0,40,28,1
47,5,464945,15,9,0,11,3,1,0,0,0,45,28,1
44,6,174684,15,9,5,13,0,4,0,0,0,40,28,1
26,6,166295,4,13,1,2,1,1,0,0,0,41,28,1
36,5,220511,1,10,1,13,1,1,0,0,0,40,28,1
52,5,246936,12,7,1,5,1,1,0,0,0,40,28,1
33,5,104509,1,10,5,2,0,1,1,0,0,40,28,1
48,3,266337,15,9,1,10,1,1,0,0,0,40,28,1
33,5,252168,15,9,1,11,1,4,0,0,0,40,28,1
25,5,92093,4,13,1,8,1,1,0,0,0,20,28,1
62,5,88055,4,13,1,3,1,1,0,0,0,40,28,1
38,5,129591,1,10,1,13,1,1,0,0,0,40,28,1
46,5,142719,15,9,3,12,3,1,0,0,0,65,28,1
18,3,264924,1,10,0,10,5,1,1,0,0,40,28,1
46,5,128796,4,13,1,8,1,1,0,0,0,44,28,0
38,5,115336,15,9,5,5,0,1,1,0,0,70,28,1
52,5,190333,1,10,1,2,1,1,0,0,0,40,28,0
63,1,179444,0,4,1,8,1,1,0,0,0,15,28,1
49,5,218676,1,10,1,3,1,1,0,0,0,43,28,1
17,6,148194,12,7,0,2,5,1,1,0,0,12,28,1
33,5,184833,15,9,0,5,3,1,1,0,0,35,28,1
70,1,280639,15,9,4,5,4,1,1,2329,0,20,28,1
19,5,217769,1,10,0,5,5,1,1,0,0,15,28,1
27,3,180553,15,9,1,10,2,1,1,0,0,40,28,0
61,5,56009,1,10,1,0,1,1,0,0,0,40,28,1
33,5,255334,4,13,1,14,1,1,0,0,0,25,28,0
46,0,328216,4,13,1,0,1,1,0,0,1902,42,36,0
29,5,349154,13,6,2,12,0,1,1,0,0,40,3,1
40,6,24763,1,10,5,11,0,1,0,6849,0,40,28,1
43,4,41834,15,9,1,11,1,1,0,0,0,38,28,0
24,5,113466,15,9,0,0,3,1,0,0,0,40,28,1
29,5,130856,1,10,1,13,1,1,0,0,0,60,28,1
61,1,268797,15,9,1,5,2,4,1,0,0,17,28,1
48,5,202117,12,7,5,5,3,1,1,0,0,34,28,1
19,5,280146,1,10,0,9,5,1,0,0,0,20,28,1
30,5,70377,1,10,0,3,3,1,1,0,0,40,28,1
24,5,236696,1,10,0,5,3,1,0,0,0,30,28,1
39,6,222572,11,14,0,14,0,1,1,0,0,43,28,1
46,0,110702,1,10,5,8,0,1,1,2036,0,60,28,1
40,5,96129,15,9,1,0,1,1,0,0,0,72,28,0
27,6,200492,4,13,0,14,5,1,1,0,0,40,28,1
25,5,193820,11,14,0,14,5,1,1,0,0,40,28,1
31,5,454508,12,7,0,13,3,1,0,0,2001,40,28,1
58,5,220789,4,13,5,11,3,1,0,0,0,45,28,1
33,5,101345,15,9,1,8,2,1,1,0,0,42,31,0
40,5,140559,15,9,4,5,0,1,1,0,0,25,28,1
40,0,64885,11,14,1,0,1,1,0,0,0,70,28,0
31,5,402361,15,9,1,13,1,1,0,0,0,40,28,1
33,5,143582,15,9,2,5,0,3,1,0,0,48,4,1
49,5,185385,2,12,1,0,1,1,0,0,0,45,28,1
24,5,112706,6,11,0,7,5,1,0,0,0,40,28,1
46,5,130364,15,9,0,13,0,1,0,0,0,40,28,1
58,6,147428,11,14,1,14,1,1,0,0,0,40,28,0
20,5,205895,1,10,0,0,5,1,1,0,0,20,28,1
65,3,273569,15,9,4,10,0,1,0,0,0,40,28,1
43,5,153160,1,10,1,2,2,1,1,0,0,40,28,1
48,1,167918,11,14,1,0,1,3,0,0,0,50,26,1
41,5,195661,1,10,1,11,1,1,0,0,0,54,28,1
27,4,146243,1,10,2,5,3,1,1,0,0,30,28,1
52,3,105428,1,10,1,10,1,1,0,0,0,12,28,1
26,5,149943,15,9,0,5,4,3,0,0,0,60,36,1
52,6,246197,15,9,1,13,1,1,0,0,0,40,28,1
52,6,192563,1,10,5,8,3,1,1,0,0,38,28,1
19,5,244115,15,9,0,5,5,4,0,0,0,30,28,1
39,6,98587,1,10,5,14,5,1,1,0,0,45,28,1
47,5,145886,1,10,5,5,0,1,1,0,0,40,28,1
27,5,244315,15,9,5,13,4,2,0,0,0,40,28,1
48,5,192779,1,10,5,13,3,1,0,0,0,40,28,1
50,5,209464,15,9,2,5,0,1,1,0,0,35,28,1
60,5,25141,1,10,1,11,1,1,0,0,0,60,28,1
28,5,405793,2,12,1,7,1,1,0,0,0,45,28,0
47,8,53498,15,9,5,5,0,4,1,0,0,40,28,1
69,3,476653,4,13,1,10,1,1,0,0,0,20,28,1
40,1,162312,15,9,1,13,1,3,0,0,0,66,30,1
37,5,277022,15,9,0,9,0,1,1,3887,0,40,25,1
41,4,109762,11,14,0,14,3,1,0,0,0,40,28,1
38,5,123031,15,9,1,2,1,3,0,0,0,48,32,1
46,8,119890,6,11,2,7,3,2,1,0,0,30,28,1
21,1,409230,1,10,0,2,5,1,0,0,0,30,28,1
44,5,223308,11,14,2,0,0,1,1,0,0,48,28,1
38,3,129150,13,6,2,10,5,1,0,0,0,35,28,1
47,1,119199,1,10,1,2,2,1,1,0,0,35,28,0
42,5,46221,7,16,3,5,3,1,0,27828,0,60,36,0
42,6,351161,1,10,5,13,3,1,0,0,0,40,28,1
56,5,174533,4,13,0,8,3,1,1,0,0,45,28,0
32,5,324386,4,13,0,14,5,1,0,0,0,40,28,1
24,5,126568,4,13,1,5,1,1,0,0,0,33,28,1
26,5,275703,1,10,1,0,1,1,0,0,0,40,28,1
36,1,219611,4,13,0,0,3,4,1,2174,0,50,28,1
49,5,200471,12,7,0,5,3,1,0,0,0,60,28,1
65,5,155261,15,9,1,8,1,1,0,0,0,40,28,0
73,4,74040,0,4,5,5,3,3,1,0,0,40,28,1
34,5,226296,12,7,1,9,1,1,0,0,0,40,28,1
22,5,211968,4,13,0,2,5,1,1,0,0,40,28,1
49,6,126446,1,10,0,5,0,1,1,0,0,30,28,1
25,5,262885,12,7,0,5,0,4,1,0,0,32,28,1
39,5,188069,5,5,1,11,1,1,0,0,0,25,28,1
19,5,113546,12,7,0,13,3,1,0,0,0,56,28,1
24,5,227070,13,6,1,3,2,1,1,0,0,40,28,1
34,5,136997,15,9,5,2,0,1,1,0,0,35,28,1
35,3,119006,15,9,4,10,5,1,1,0,0,38,28,1
21,5,212407,15,9,0,3,4,1,0,0,0,40,28,1
43,5,197810,11,14,5,5,0,1,1,0,0,40,28,1
35,8,35309,4,13,0,7,3,3,0,0,0,28,36,1
39,5,141802,1,10,5,2,0,4,1,0,0,40,28,1
48,3,184513,4,13,1,10,1,1,0,0,0,80,28,0
33,1,124187,2,12,0,5,3,4,0,0,0,32,28,1
19,5,201743,1,10,0,5,5,1,1,0,0,26,28,1
17,5,156736,13,6,0,0,0,1,1,0,0,12,28,1
43,1,47261,1,10,1,12,1,1,0,0,0,50,28,1
62,5,150693,15,9,4,2,3,1,1,0,0,42,28,1
53,6,233734,11,14,5,14,3,4,1,0,0,40,28,0
45,4,35969,11,14,1,14,1,1,0,0,0,60,28,0
47,5,159550,15,9,5,2,3,4,1,0,0,40,28,1
30,5,190823,1,10,0,5,5,4,1,0,0,40,28,1
53,5,213378,15,9,2,0,3,1,1,0,0,33,28,1
24,5,257500,15,9,2,3,5,4,1,0,0,40,28,1
41,6,488706,1,10,1,9,1,1,0,0,0,40,28,1
58,6,239405,3,3,5,5,4,4,1,0,0,40,15,1
27,8,105189,15,9,5,2,3,1,0,4865,0,50,28,1
63,4,109735,15,9,5,2,3,1,1,0,0,38,28,1
50,5,172942,1,10,5,5,5,1,0,0,0,28,28,1
43,6,209899,11,14,0,7,3,4,1,8614,0,47,28,0
29,0,87745,1,10,0,8,3,1,0,0,0,60,28,1
41,5,187881,1,10,1,0,1,1,0,3942,0,40,28,1
55,5,234125,15,9,1,5,1,1,0,0,0,40,28,1
36,5,272944,15,9,0,11,3,1,0,0,0,45,28,1
23,6,129232,15,9,0,2,5,1,0,0,0,40,28,1
22,5,100345,4,13,0,13,3,1,0,13550,0,55,28,0
58,1,195835,1,10,5,13,3,1,0,0,0,45,28,1
25,5,251854,12,7,0,2,5,4,1,0,0,40,28,1
40,5,103474,15,9,1,0,2,1,1,0,0,30,28,1
38,5,22042,6,11,0,14,3,1,1,0,0,39,28,1
37,5,343721,4,13,1,14,1,1,0,0,0,40,28,0
19,5,232368,1,10,0,5,5,1,1,0,0,35,28,1
55,5,174478,13,6,0,5,3,1,0,0,0,29,28,1
55,5,282023,4,13,1,0,1,1,0,15024,0,50,28,0
28,5,274690,4,13,0,2,3,1,0,0,0,45,28,1
53,5,251675,15,9,1,13,1,1,0,0,0,40,29,1
32,3,647882,15,9,1,10,1,1,0,0,0,40,36,1
60,5,128367,1,10,5,14,0,1,0,3325,0,42,28,1
32,5,37380,1,10,5,2,0,1,1,0,0,38,28,1
34,5,173730,15,9,1,0,1,1,0,0,0,50,28,1
49,5,353824,1,10,5,14,3,1,0,0,0,45,28,0
21,5,225890,1,10,0,5,4,1,1,0,0,30,28,1
24,4,147147,4,13,0,2,3,4,1,0,0,20,28,1
53,5,233780,6,11,5,2,3,4,1,2202,0,40,28,1
29,5,394927,6,11,1,5,1,1,0,0,0,40,36,1
34,6,188682,4,13,3,14,3,1,1,0,0,40,28,1
52,3,115209,10,15,3,10,0,3,1,0,0,40,18,1
41,5,277192,3,3,1,12,2,1,1,0,0,40,27,1
21,5,314182,15,9,0,5,3,1,1,0,0,40,28,1
43,5,220776,11,14,1,8,1,1,0,0,0,35,28,0
31,6,189269,15,9,0,1,5,1,0,0,0,40,28,1
38,5,35429,15,9,1,9,1,1,0,0,2042,40,28,1
42,5,154374,4,13,1,8,1,1,0,0,2415,60,28,0
62,5,161460,4,13,0,12,3,1,0,0,0,30,28,1
51,5,251487,0,4,4,3,3,0,1,0,0,40,28,1
30,5,177531,15,9,0,0,0,4,1,0,0,25,28,1
24,5,53942,4,13,1,3,1,1,0,0,0,40,28,1
36,5,113481,15,9,5,13,3,1,0,0,0,40,28,1
57,5,361324,13,6,1,13,1,1,0,0,0,40,28,1
46,5,330087,4,13,1,8,1,1,0,0,0,55,28,0
33,5,276221,7,16,1,14,1,1,0,0,0,40,28,1
42,5,121055,1,10,0,0,3,1,0,0,0,45,28,1
62,5,118696,15,9,1,13,1,1,0,0,0,40,28,1
64,1,289741,1,10,1,0,1,1,0,0,0,20,28,1
18,5,238401,1,10,0,0,5,1,1,0,0,25,28,1
43,5,262038,3,3,3,12,0,1,0,0,0,35,27,1
62,1,26911,0,4,4,5,3,1,1,0,0,66,28,1
29,5,161155,2,12,1,14,1,1,0,0,0,50,28,1
43,5,252519,4,13,1,9,1,4,0,0,0,40,15,0
39,5,43712,15,9,1,8,1,1,0,7298,0,40,28,0
69,3,167826,4,13,1,10,1,1,0,0,0,40,28,1
34,5,188900,4,13,1,8,2,1,1,0,0,40,28,1
44,5,120057,2,12,1,8,1,1,0,4386,0,45,28,0
25,5,134113,4,13,0,2,3,1,0,0,0,30,28,1
47,6,165822,1,10,5,11,0,1,0,0,0,40,28,1
17,5,99161,13,6,0,5,5,1,0,0,0,8,28,1
41,6,74581,4,13,5,14,0,1,0,0,0,65,28,1
19,5,304643,1,10,0,0,5,1,0,0,0,20,28,1
57,5,121821,8,2,1,5,1,2,0,0,0,40,39,1
25,5,154863,15,9,0,2,0,4,0,0,0,35,28,1
37,6,365430,1,10,1,2,1,1,0,0,0,40,31,0
29,5,183111,6,11,1,3,1,1,0,0,0,40,28,1
32,5,50178,1,10,0,0,5,1,0,0,0,35,28,1
35,5,186845,10,15,1,14,1,1,0,0,0,45,28,0
52,5,159908,9,8,0,3,3,1,0,0,0,40,28,1
41,5,162189,15,9,0,3,5,1,1,1831,0,40,24,1
29,5,128509,15,9,3,3,3,1,1,0,0,38,29,1
23,5,143032,11,14,0,14,5,1,1,0,0,36,28,1
31,5,382368,12,7,1,13,1,1,0,0,0,40,28,1
40,5,210013,15,9,1,11,1,1,0,0,0,50,28,1
19,5,293928,15,9,0,2,5,1,1,0,0,20,28,1
21,5,208503,1,10,0,11,5,1,0,0,0,10,28,1
37,4,191841,4,13,0,2,3,1,1,8614,0,40,28,0
49,1,355978,10,15,1,14,1,1,0,99999,0,35,28,0
64,6,202738,15,9,1,2,2,1,1,0,0,35,28,1
37,6,144322,6,11,0,2,3,1,1,0,0,43,28,1
70,1,155141,4,13,1,13,1,1,0,0,2377,12,28,0
22,5,160120,13,6,0,11,5,3,0,0,0,30,28,1
29,0,190450,15,9,1,0,1,3,0,0,0,40,0,1
37,5,212900,15,9,1,13,1,1,0,0,0,40,28,1
29,5,115677,4,13,0,7,3,1,0,0,0,40,28,1
38,5,252250,12,7,5,3,3,1,0,0,0,65,28,1
27,5,212041,15,9,0,13,3,1,0,0,0,50,28,1
58,4,198145,4,13,1,2,1,1,0,0,0,35,28,0
60,6,113658,1,10,1,2,2,1,1,0,0,35,28,1
20,5,32426,1,10,0,0,3,1,0,0,0,25,28,1
51,5,98791,1,10,1,0,1,1,0,0,0,40,28,0
37,5,203828,5,5,1,11,1,1,0,0,0,65,28,1
22,4,186634,9,8,0,8,3,1,0,0,0,50,28,0
56,1,125147,13,6,1,11,1,1,0,0,0,60,28,1
26,5,247455,4,13,1,0,2,1,1,5178,0,42,28,0
